Sku,no of disable daysr,current day charges inr,current day charges usd,next date charges inr,next date charges usd,sat disable,no of sat paid,saturday charges inr,saturday charges usd,mon disable,no of mon paid,monday charges inr,monday charges usd,sunday disable,no of sun paid,sunday charges inr,sunday charges usd,setting enable 
GPRKIND18011,0,10.00,0.00,1.00,0.00,Enabled,0,0.00,0.00,Enabled,0,0.00,0.00,Enabled,0,0.00,0.00,Enabled
